"","SealID","Segment","d13C","d15N","Nubbin","WhiskerRow","WhiskerColumn","LengthRecovery","DistanceFromTip","DeploymentDate","RecoveryDate","X","Linf","k","DateWhenSegmentGrew","DeploymentDuration","SealDate","SevenDayAvg_d13C","SevenDayAvg_d15N","Lat","Lon","DaysSinceDeployment","Lon360","FiveDayDriftRate","ReprState"
"87","5572",6,-17.79,14.06,"yes",3,2,9.4,6.6,2016-06-07,2017-02-01,"",9.83,0.0130937615249105,2016-08-30,239,"5572-2016-08-30",-17.79,14.06,47.1151746639085,-138.210361021291,84.9990123011751,-138.210361021291,-0.156092063492064,"Pregnant"
"88","5572",7,-17.83,14.06,"yes",3,2,9.4,6.2,2016-06-07,2017-02-01,"",9.83,0.0130937615249105,2016-08-22,239,"5572-2016-08-22",-17.83,14.06,46.8094248879696,-138.361043278424,76.0825133394284,-138.361043278424,-0.194227272727273,"Pregnant"
"89","5572",8,-17.77,14.24,"yes",3,2,9.4,5.8,2016-06-07,2017-02-01,"",9.83,0.0130937615249105,2016-08-14,239,"5572-2016-08-14",-17.77,14.24,47.0795315809862,-138.579931192896,68.0990375839753,-138.579931192896,-0.218672915972916,"Pregnant"
"90","5572",9,-17.94,14.34,"yes",3,2,9.4,5.3,2016-06-07,2017-02-01,"",9.83,0.0130937615249105,2016-08-05,239,"5572-2016-08-05",-17.94,14.34,46.9371483196321,-138.902130887103,59.1668783023319,-138.902130887103,-0.256196428571429,"Pregnant"
"91","5572",10,-17.9,14.52,"yes",3,2,9.4,4.9,2016-06-07,2017-02-01,"",9.83,0.0130937615249105,2016-07-29,239,"5572-2016-07-29",-17.83,14.605,45.6367614221214,-136.8687190339,52.7044841004329,-136.8687190339,-0.261413780663781,"Pregnant"
"92","5572",11,-17.76,14.69,"yes",3,2,9.4,4.5,2016-06-07,2017-02-01,"",9.83,0.0130937615249105,2016-07-23,239,"5572-2016-07-23",-17.68,14.925,44.8745991559797,-137.456337984743,46.746513201484,-137.456337984743,-0.279217424242424,"Pregnant"
"93","5572",12,-17.6,15.16,"yes",3,2,9.4,4.1,2016-06-07,2017-02-01,"",9.83,0.0130937615249105,2016-07-18,239,"5572-2016-07-18",-17.6,15.16,44.8305635394531,-138.078430965653,41.2198895180446,-138.078430965653,-0.295515909090909,"Pregnant"
"94","5572",13,-17.55,15.75,"yes",3,2,9.4,3.6,2016-06-07,2017-02-01,"",9.83,0.0130937615249105,2016-07-11,239,"5572-2016-07-11",-17.49,15.865,45.4243210784495,-140.006939762299,34.8305260098174,-140.006939762299,-0.277888888888889,"Pregnant"
"95","5572",14,-17.43,15.98,"yes",3,2,9.4,3.1,2016-06-07,2017-02-01,"",9.83,0.0130937615249105,2016-07-05,239,"5572-2016-07-05",-17.52,16.12,46.2123928226729,-136.466256669366,28.9346792960636,-136.466256669366,-0.32267803030303,"Pregnant"
"96","5572",15,-17.61,16.26,"yes",3,2,9.4,2.5,2016-06-07,2017-02-01,"",9.83,0.0130937615249105,2016-06-29,239,"5572-2016-06-29",-17.64,16.16,44.6300429009024,-133.810721049673,22.412460903782,-133.810721049673,-0.278327272727273,"Pregnant"
"97","5572",16,-17.67,16.06,"yes",3,2,9.4,2.1,2016-06-07,2017-02-01,"",9.83,0.0130937615249105,2016-06-25,239,"5572-2016-06-25",-17.735,16.1,43.1536282193799,-131.460231620675,18.3545477823582,-131.460231620675,-0.298916666666667,"Pregnant"
"98","5572",17,-17.8,16.14,"yes",3,2,9.4,1.5,2016-06-07,2017-02-01,"",9.83,0.0130937615249105,2016-06-19,239,"5572-2016-06-19",-17.8,16.14,40.9390055271989,-127.93449670211,12.6453714362615,-127.93449670211,-0.3062,"Pregnant"
"101","5624",3,-17.44,13.76,"yes",3,2,7.6,5.7,2015-05-27,2016-01-25,"",9.83,0.0061046804472718,2015-10-16,243,"5624-2015-10-16",-17.44,13.76,46.0259566846257,-158.534898777669,142.048635416072,-158.534898777669,0.1019,"Pregnant"
"102","5624",12,-18.04,14.13,"yes",3,2,7.6,1.1,2015-05-27,2016-01-25,"",9.83,0.0061046804472718,2015-06-15,243,"5624-2015-06-15",-18.04,14.13,40.9791111744444,-125.940656131501,19.4397668039468,-125.940656131501,-0.307733333333333,"Pregnant"
"103","5624",4,-17.44,13.38,"yes",3,2,7.6,5.3,2015-05-27,2016-01-25,"",9.83,0.0061046804472718,2015-09-30,243,"5624-2015-09-30",-17.44,13.38,46.1306905209719,-158.632244122835,126.905413208049,-158.632244122835,0.119161904761905,"Pregnant"
